account_id,customer_id,account_type,branch_id,open_date,currency,balance,interest_rate,loan_amount
ACC000571,CUS00344,KOBİ Kredi,BR001,2026-07-13,TRY,8545.13,31.54,35924.65
ACC000572,CUS00344,Vadesiz,BR020,2026-01-22,USD,7917.8,0.0,0.0
ACC000573,CUS00345,Vadesiz,BR004,2024-11-23,TRY,31575.61,0.0,0.0
ACC000574,CUS00346,Kredi Kartı,BR019,2026-05-25,TRY,38335.22,52.36,35280.01
ACC000575,CUS00346,Vadesiz,BR007,2025-11-15,TRY,49156.93,0.0,0.0
ACC000576,CUS00347,Kredi Kartı,BR018,2023-11-26,TRY,3993.76,45.44,112059.62
ACC000577,CUS00348,Vadeli,BR006,2024-02-19,TRY,22013.24,1.55,0.0
ACC000578,CUS00349,KOBİ Kredi,BR007,2025-05-12,TRY,33649.92,49.23,56340.26
ACC000579,CUS00349,Vadesiz,BR009,2021-09-09,TRY,6270.78,0.0,0.0
ACC000580,CUS00350,Kredi Kartı,BR006,2024-11-21,TRY,11258.58,51.46,28027.98
ACC000581,CUS00350,Vadeli,BR011,2025-01-16,TRY,15476.52,1.65,0.0
ACC000582,CUS00351,Vadesiz,BR004,2026-02-05,TRY,16813.87,0.0,0.0
ACC000583,CUS00352,Bireysel Kredi,BR006,2026-06-03,TRY,20773.92,61.19,80029.42
ACC000584,CUS00353,Bireysel Kredi,BR010,2024-05-25,TRY,66228.49,36.94,35018.03
ACC000585,CUS00353,Kredi Kartı,BR018,2024-08-23,TRY,5117.01,62.3,21124.05
ACC000586,CUS00354,KOBİ Kredi,BR003,2024-09-16,USD,17754.27,62.19,78098.57
ACC000587,CUS00354,Vadeli,BR015,2026-06-28,TRY,5983.78,2.43,0.0
ACC000588,CUS00355,Bireysel Kredi,BR008,2024-06-05,EUR,55460.06,35.03,23837.19
ACC000589,CUS00355,KOBİ Kredi,BR020,2026-06-08,TRY,35316.9,42.72,47462.47
ACC000590,CUS00356,Kredi Kartı,BR011,2025-04-16,TRY,28081.23,31.06,64067.25
ACC000591,CUS00357,Kredi Kartı,BR016,2025-08-10,TRY,6193.14,35.98,75474.0
ACC000592,CUS00358,KOBİ Kredi,BR017,2026-05-02,TRY,4163.38,58.61,22981.59
ACC000593,CUS00358,Vadeli,BR004,2026-07-06,TRY,20293.08,3.45,0.0
ACC000594,CUS00359,KOBİ Kredi,BR013,2026-06-24,TRY,5717.8,38.35,5000.3
ACC000595,CUS00359,Bireysel Kredi,BR008,2026-05-06,TRY,23798.24,64.09,8819.85
ACC000596,CUS00360,Kredi Kartı,BR007,2026-06-15,USD,30970.66,50.68,32658.69
ACC000597,CUS00361,Bireysel Kredi,BR018,2021-12-23,TRY,23509.23,36.06,52726.18
ACC000598,CUS00361,Kredi Kartı,BR003,2022-09-02,TRY,32847.96,54.92,64724.78
ACC000599,CUS00362,Vadesiz,BR011,2023-07-15,TRY,5348.27,0.0,0.0
ACC000600,CUS00362,Bireysel Kredi,BR015,2025-05-22,TRY,13835.84,63.46,53397.49
ACC000601,CUS00363,Vadesiz,BR020,2026-07-08,TRY,34252.98,0.0,0.0
ACC000602,CUS00364,Bireysel Kredi,BR002,2024-05-27,TRY,29637.36,58.6,100958.3
ACC000603,CUS00365,Vadesiz,BR005,2022-11-01,TRY,17740.55,0.0,0.0
ACC000604,CUS00365,Vadeli,BR010,2022-10-10,TRY,28072.92,3.23,0.0
ACC000605,CUS00365,Kredi Kartı,BR007,2022-09-11,TRY,21858.0,60.71,85317.18
ACC000606,CUS00366,Kredi Kartı,BR014,2023-04-29,TRY,12401.58,62.03,115235.23
ACC000607,CUS00367,KOBİ Kredi,BR017,2026-07-14,TRY,26912.29,34.46,10856.28
ACC000608,CUS00367,Vadesiz,BR010,2024-03-24,TRY,17502.25,0.0,0.0
ACC000609,CUS00367,Kredi Kartı,BR018,2025-07-12,EUR,29716.57,30.03,77265.21
ACC000610,CUS00368,Kredi Kartı,BR010,2025-04-08,USD,72092.87,38.23,27382.48
ACC000611,CUS00368,Vadesiz,BR019,2026-05-05,TRY,45609.13,0.0,0.0
ACC000612,CUS00369,Bireysel Kredi,BR013,2026-02-21,TRY,17559.95,49.08,22003.54
ACC000613,CUS00370,Bireysel Kredi,BR007,2024-02-26,TRY,10755.97,59.52,62601.77
ACC000614,CUS00370,Vadeli,BR012,2025-06-03,USD,6154.54,1.96,0.0
ACC000615,CUS00371,Vadeli,BR003,2026-05-15,TRY,10162.92,1.93,0.0
ACC000616,CUS00371,KOBİ Kredi,BR016,2026-06-09,TRY,23653.12,64.12,114647.83
ACC000617,CUS00371,Vadesiz,BR005,2026-05-22,TRY,24240.83,0.0,0.0
ACC000618,CUS00372,Bireysel Kredi,BR020,2025-12-23,EUR,18214.53,51.81,62401.24
ACC000619,CUS00372,KOBİ Kredi,BR015,2025-06-25,TRY,21708.27,49.32,14464.44
ACC000620,CUS00373,Kredi Kartı,BR008,2024-06-30,TRY,64132.95,51.16,115847.19
ACC000621,CUS00374,Vadeli,BR014,2025-06-17,USD,12584.1,3.23,0.0
ACC000622,CUS00374,Kredi Kartı,BR002,2026-01-23,EUR,11154.87,49.89,14792.07
ACC000623,CUS00375,Vadesiz,BR003,2025-09-29,TRY,20854.14,0.0,0.0
ACC000624,CUS00375,Bireysel Kredi,BR017,2025-07-04,EUR,29809.4,64.43,20725.33
ACC000625,CUS00376,Bireysel Kredi,BR017,2024-06-21,USD,21930.55,33.1,74147.14
ACC000626,CUS00376,Vadesiz,BR016,2024-05-24,TRY,8679.26,0.0,0.0
ACC000627,CUS00377,Vadesiz,BR020,2026-07-13,TRY,11405.43,0.0,0.0
ACC000628,CUS00377,Kredi Kartı,BR011,2025-11-11,TRY,14372.1,30.38,21917.33
ACC000629,CUS00378,Bireysel Kredi,BR019,2026-04-15,TRY,14789.34,44.74,9006.68
ACC000630,CUS00379,Kredi Kartı,BR002,2025-10-16,TRY,13668.91,50.92,34348.28
ACC000631,CUS00379,KOBİ Kredi,BR010,2022-06-01,TRY,16518.26,49.73,59135.15
ACC000632,CUS00379,Vadesiz,BR002,2023-12-24,TRY,4367.47,0.0,0.0
ACC000633,CUS00380,KOBİ Kredi,BR010,2026-04-23,USD,5464.25,51.85,21428.5
ACC000634,CUS00380,Vadesiz,BR010,2025-11-17,TRY,3927.15,0.0,0.0
ACC000635,CUS00381,Vadesiz,BR009,2023-10-24,TRY,20471.28,0.0,0.0
ACC000636,CUS00382,Kredi Kartı,BR001,2026-03-15,TRY,9933.23,51.13,40660.19
ACC000637,CUS00382,KOBİ Kredi,BR019,2025-02-04,TRY,7038.92,53.07,31104.09
ACC000638,CUS00383,Vadeli,BR009,2023-10-01,TRY,16691.2,2.21,0.0
ACC000639,CUS00384,KOBİ Kredi,BR002,2025-03-16,TRY,23801.22,32.95,16936.01
ACC000640,CUS00385,Vadeli,BR016,2024-03-19,TRY,12518.11,2.74,0.0
ACC000641,CUS00386,Bireysel Kredi,BR006,2025-06-21,TRY,7175.51,55.7,38010.54
ACC000642,CUS00387,Kredi Kartı,BR004,2025-12-22,TRY,9090.41,46.24,133211.65
ACC000643,CUS00388,Bireysel Kredi,BR018,2026-07-10,TRY,34282.55,53.92,55712.52
ACC000644,CUS00389,Kredi Kartı,BR005,2021-12-09,TRY,13359.3,45.22,75329.43
ACC000645,CUS00390,Bireysel Kredi,BR013,2026-06-12,TRY,16664.61,63.66,124415.52
ACC000646,CUS00391,Vadesiz,BR018,2022-02-10,TRY,25771.55,0.0,0.0
ACC000647,CUS00391,KOBİ Kredi,BR014,2025-04-27,TRY,12208.22,52.82,115201.88
ACC000648,CUS00392,Kredi Kartı,BR009,2022-07-11,USD,13425.59,38.94,138288.49
ACC000649,CUS00393,Bireysel Kredi,BR019,2026-05-01,TRY,-46607.24,48.2,4019.82
ACC000650,CUS00393,Vadeli,BR006,2026-06-29,TRY,24392.15,1.53,0.0
ACC000651,CUS00394,Vadesiz,BR001,2024-07-17,TRY,3948.18,0.0,0.0
ACC000652,CUS00395,Bireysel Kredi,BR008,2026-05-02,TRY,22647.99,38.82,57621.56
ACC000653,CUS00395,Kredi Kartı,BR002,2026-05-03,TRY,11412.11,33.22,43883.2
ACC000654,CUS00396,Vadeli,BR004,2026-05-31,TRY,18478.68,3.31,0.0
ACC000655,CUS00396,Vadesiz,BR013,2025-02-13,TRY,8556.63,0.0,0.0
ACC000656,CUS00396,Kredi Kartı,BR019,2024-01-21,USD,44883.29,36.47,56017.18
ACC000657,CUS00397,Vadeli,BR009,2022-06-10,TRY,18778.5,3.48,0.0
ACC000658,CUS00398,Bireysel Kredi,BR009,2024-09-27,TRY,8608.85,54.23,23417.2
ACC000659,CUS00399,Kredi Kartı,BR006,2026-01-29,TRY,22750.73,39.71,54987.86
ACC000660,CUS00399,KOBİ Kredi,BR002,2025-04-23,TRY,15301.62,41.64,13946.71
ACC000661,CUS00400,Kredi Kartı,BR006,2026-07-16,TRY,34663.89,47.21,40790.74
ACC000662,CUS00401,KOBİ Kredi,BR016,2025-11-25,TRY,-3172.97,48.92,22206.41
ACC000663,CUS00401,Bireysel Kredi,BR014,2022-05-20,TRY,-4002.15,52.52,58252.84
ACC000664,CUS00401,Vadesiz,BR015,2022-03-24,TRY,29464.15,0.0,0.0
ACC000665,CUS00402,Vadesiz,BR003,2022-07-07,TRY,9904.89,0.0,0.0
ACC000666,CUS00403,Bireysel Kredi,BR001,2024-01-19,USD,9474.61,35.21,15128.12
ACC000667,CUS00404,Vadesiz,BR009,2025-08-14,TRY,13554.33,0.0,0.0
ACC000668,CUS00404,Bireysel Kredi,BR011,2022-12-28,USD,36156.8,50.11,43511.49
ACC000669,CUS00405,Bireysel Kredi,BR014,2026-05-20,TRY,10444.66,55.47,8954.31
ACC000670,CUS00405,KOBİ Kredi,BR003,2026-05-01,TRY,13055.59,30.12,50237.39
ACC000671,CUS00406,Bireysel Kredi,BR018,2025-03-27,EUR,6648.52,42.56,94816.67
ACC000672,CUS00406,Vadesiz,BR010,2024-09-02,TRY,8908.31,0.0,0.0
ACC000673,CUS00406,Kredi Kartı,BR003,2025-07-12,TRY,23311.66,59.87,28859.95
ACC000674,CUS00407,Bireysel Kredi,BR010,2023-06-11,TRY,32505.75,36.18,45450.9
ACC000675,CUS00408,Bireysel Kredi,BR007,2025-05-27,TRY,55970.97,43.65,46275.8
ACC000676,CUS00409,Kredi Kartı,BR016,2025-01-12,TRY,27032.05,52.15,48312.56
ACC000677,CUS00410,Vadeli,BR007,2024-01-20,TRY,4521.08,4.49,0.0
ACC000678,CUS00410,Vadesiz,BR008,2024-04-29,TRY,29032.02,0.0,0.0
ACC000679,CUS00411,KOBİ Kredi,BR010,2024-04-03,TRY,23436.0,63.77,61361.92
ACC000680,CUS00412,Vadesiz,BR011,2024-10-02,TRY,26414.8,0.0,0.0
ACC000681,CUS00412,KOBİ Kredi,BR002,2025-01-13,TRY,-25730.29,37.41,25055.19
ACC000682,CUS00413,KOBİ Kredi,BR018,2025-11-15,TRY,-8168.84,50.28,28302.89
ACC000683,CUS00413,Bireysel Kredi,BR003,2026-02-23,TRY,-4824.03,34.96,53025.08
ACC000684,CUS00414,Bireysel Kredi,BR008,2024-07-28,TRY,4713.7,34.57,44477.74
ACC000685,CUS00414,Vadesiz,BR006,2026-04-21,TRY,30069.82,0.0,0.0
ACC000686,CUS00415,Vadesiz,BR006,2026-07-10,USD,23081.83,0.0,0.0
ACC000687,CUS00415,Bireysel Kredi,BR003,2026-07-01,USD,6188.53,33.72,127333.05
ACC000688,CUS00415,Kredi Kartı,BR016,2026-05-16,TRY,43100.59,51.55,15189.14
ACC000689,CUS00416,Vadeli,BR014,2026-07-01,TRY,8582.28,4.01,0.0
ACC000690,CUS00417,Bireysel Kredi,BR004,2026-07-10,EUR,5356.74,50.16,54110.63
ACC000691,CUS00417,Kredi Kartı,BR005,2025-11-18,TRY,9790.33,63.76,5406.35
ACC000692,CUS00418,Vadesiz,BR019,2026-04-06,TRY,12636.97,0.0,0.0
ACC000693,CUS00419,Kredi Kartı,BR005,2021-10-02,TRY,36808.01,35.88,45173.9
ACC000694,CUS00420,Vadeli,BR015,2024-08-20,TRY,19770.86,3.25,0.0
ACC000695,CUS00421,KOBİ Kredi,BR013,2026-05-18,TRY,20941.02,30.55,70060.83
ACC000696,CUS00422,Vadesiz,BR001,2024-11-01,TRY,16543.08,0.0,0.0
ACC000697,CUS00423,KOBİ Kredi,BR010,2025-09-30,TRY,15586.23,58.26,44753.48
ACC000698,CUS00424,Vadeli,BR005,2024-05-16,TRY,35926.73,3.07,0.0
ACC000699,CUS00424,KOBİ Kredi,BR014,2023-05-27,TRY,29180.44,36.11,17876.21
ACC000700,CUS00425,KOBİ Kredi,BR016,2026-04-01,TRY,18785.58,33.08,53409.55
ACC000701,CUS00425,Vadeli,BR010,2026-03-20,TRY,11793.25,1.51,0.0
ACC000702,CUS00426,Vadesiz,BR017,2023-04-08,EUR,1741.83,0.0,0.0
ACC000703,CUS00427,KOBİ Kredi,BR015,2023-10-14,TRY,6933.89,53.08,29692.44
ACC000704,CUS00427,Vadeli,BR009,2024-07-27,TRY,43875.4,1.84,0.0
ACC000705,CUS00428,Bireysel Kredi,BR016,2025-10-29,TRY,26614.9,53.45,9021.97
ACC000706,CUS00429,Kredi Kartı,BR010,2026-02-07,TRY,16026.34,38.8,100775.78
ACC000707,CUS00430,Bireysel Kredi,BR004,2026-05-18,TRY,-10104.06,62.37,84968.46
ACC000708,CUS00430,Vadesiz,BR006,2023-05-16,TRY,30566.7,0.0,0.0
ACC000709,CUS00431,KOBİ Kredi,BR004,2025-07-08,TRY,4202.77,38.24,29748.58
ACC000710,CUS00432,KOBİ Kredi,BR011,2026-01-10,TRY,20887.49,56.15,53481.74
ACC000711,CUS00433,Vadeli,BR008,2025-03-17,TRY,45482.34,3.71,0.0
ACC000712,CUS00433,Vadesiz,BR007,2024-03-02,TRY,4647.48,0.0,0.0
ACC000713,CUS00433,KOBİ Kredi,BR008,2023-12-22,TRY,12910.54,50.48,125715.68
ACC000714,CUS00434,Bireysel Kredi,BR005,2026-03-10,TRY,26895.48,51.33,50879.71
ACC000715,CUS00435,Kredi Kartı,BR005,2023-01-02,TRY,6534.32,36.8,35063.86
ACC000716,CUS00436,Kredi Kartı,BR007,2025-10-22,TRY,9145.71,31.12,56085.61
ACC000717,CUS00437,Kredi Kartı,BR004,2025-04-16,USD,25382.69,46.05,28383.2
ACC000718,CUS00437,Vadeli,BR006,2024-11-17,TRY,10567.55,2.16,0.0
ACC000719,CUS00438,Vadeli,BR020,2024-10-03,USD,29214.01,3.23,0.0
ACC000720,CUS00439,Vadeli,BR014,2023-06-15,USD,31524.27,2.97,0.0
ACC000721,CUS00439,Vadesiz,BR007,2022-01-23,TRY,9806.04,0.0,0.0
ACC000722,CUS00440,Kredi Kartı,BR014,2025-09-21,TRY,12424.76,38.63,13699.64
ACC000723,CUS00440,Vadesiz,BR011,2025-07-31,TRY,10536.97,0.0,0.0
ACC000724,CUS00441,KOBİ Kredi,BR005,2026-06-18,USD,17731.8,61.44,54150.7
ACC000725,CUS00442,Vadesiz,BR002,2024-02-28,EUR,10860.91,0.0,0.0
ACC000726,CUS00443,KOBİ Kredi,BR014,2025-10-13,TRY,7780.16,46.77,106925.04
ACC000727,CUS00443,Vadesiz,BR004,2024-06-05,TRY,7105.1,0.0,0.0
ACC000728,CUS00444,KOBİ Kredi,BR001,2026-05-03,TRY,66573.58,44.23,49685.36
ACC000729,CUS00445,Kredi Kartı,BR010,2022-01-10,TRY,-5835.58,64.96,70049.08
ACC000730,CUS00446,Kredi Kartı,BR006,2026-06-16,TRY,14265.33,60.03,172858.55
ACC000731,CUS00447,Vadesiz,BR015,2026-04-15,TRY,11135.91,0.0,0.0
ACC000732,CUS00447,Bireysel Kredi,BR013,2025-11-10,TRY,16149.31,60.5,111724.41
ACC000733,CUS00448,Vadesiz,BR013,2026-06-27,USD,7386.24,0.0,0.0
ACC000734,CUS00448,KOBİ Kredi,BR011,2026-06-20,TRY,49642.28,40.38,28155.71
ACC000735,CUS00449,KOBİ Kredi,BR003,2026-07-12,TRY,18716.94,41.75,31725.72
ACC000736,CUS00449,Vadeli,BR002,2026-07-08,TRY,18458.34,4.23,0.0
ACC000737,CUS00450,Vadesiz,BR004,2026-07-20,TRY,4624.26,0.0,0.0
ACC000738,CUS00451,Vadesiz,BR012,2025-05-30,TRY,984.54,0.0,0.0
ACC000739,CUS00452,Vadesiz,BR005,2025-06-06,EUR,31063.18,0.0,0.0
ACC000740,CUS00452,Vadeli,BR008,2025-09-14,TRY,35522.44,3.45,0.0
ACC000741,CUS00453,KOBİ Kredi,BR008,2025-04-02,TRY,10865.46,61.43,20001.36
ACC000742,CUS00453,Vadeli,BR017,2025-05-24,TRY,11144.26,2.33,0.0
ACC000743,CUS00454,Kredi Kartı,BR015,2025-08-30,TRY,4815.94,48.43,53798.16
ACC000744,CUS00455,KOBİ Kredi,BR018,2026-06-28,USD,12117.26,45.82,27345.3
ACC000745,CUS00456,Vadesiz,BR007,2025-08-22,USD,8092.04,0.0,0.0
ACC000746,CUS00457,Vadesiz,BR013,2024-05-20,USD,12266.1,0.0,0.0
ACC000747,CUS00458,Vadesiz,BR004,2023-11-11,TRY,9960.65,0.0,0.0
ACC000748,CUS00459,Vadeli,BR016,2026-02-01,TRY,12508.97,2.11,0.0
ACC000749,CUS00460,Vadesiz,BR018,2022-09-29,EUR,7494.62,0.0,0.0
ACC000750,CUS00460,Kredi Kartı,BR016,2023-04-24,TRY,-19048.99,45.54,43014.73
ACC000751,CUS00460,Vadeli,BR001,2026-05-27,TRY,18451.93,1.69,0.0
ACC000752,CUS00461,Vadeli,BR019,2026-03-31,TRY,18845.49,3.44,0.0
ACC000753,CUS00461,Kredi Kartı,BR011,2026-03-31,TRY,13512.02,53.3,38549.54
ACC000754,CUS00461,KOBİ Kredi,BR017,2026-03-20,USD,9437.48,45.58,22746.79
ACC000755,CUS00462,Vadeli,BR010,2025-11-13,TRY,7247.64,2.28,0.0
ACC000756,CUS00463,Kredi Kartı,BR002,2024-03-15,TRY,15767.55,39.95,18910.37
ACC000757,CUS00464,KOBİ Kredi,BR018,2026-04-13,TRY,12102.56,64.06,13130.13
ACC000758,CUS00464,Vadeli,BR005,2025-11-15,TRY,14495.52,1.85,0.0
ACC000759,CUS00464,Kredi Kartı,BR011,2025-07-01,TRY,9398.0,45.43,58180.95
ACC000760,CUS00465,Vadeli,BR018,2025-06-10,TRY,4611.56,3.5,0.0
ACC000761,CUS00466,Vadeli,BR018,2025-01-10,EUR,2190.38,3.1,0.0
ACC000762,CUS00466,Kredi Kartı,BR004,2025-08-18,USD,15980.73,44.16,29631.67
ACC000763,CUS00466,KOBİ Kredi,BR016,2026-05-17,TRY,3658.92,63.17,72066.54
ACC000764,CUS00467,Vadeli,BR018,2026-04-29,EUR,5429.94,2.49,0.0
ACC000765,CUS00467,Vadesiz,BR010,2025-10-01,TRY,6974.2,0.0,0.0
ACC000766,CUS00467,Kredi Kartı,BR010,2022-12-31,EUR,38535.22,56.4,60622.42
ACC000767,CUS00468,Vadeli,BR004,2026-03-02,TRY,4874.37,4.2,0.0
ACC000768,CUS00468,Bireysel Kredi,BR005,2026-03-22,TRY,12669.09,34.09,13746.91
ACC000769,CUS00468,KOBİ Kredi,BR001,2025-11-11,TRY,36340.17,59.43,77642.02
ACC000770,CUS00469,Vadesiz,BR011,2025-04-18,TRY,42561.94,0.0,0.0
ACC000771,CUS00470,KOBİ Kredi,BR009,2024-01-16,TRY,86606.11,32.93,24742.39
ACC000772,CUS00470,Vadeli,BR015,2025-06-13,TRY,22131.84,4.37,0.0
ACC000773,CUS00471,Bireysel Kredi,BR011,2026-02-03,TRY,1285.89,47.9,47933.49
ACC000774,CUS00471,Vadeli,BR002,2026-02-10,USD,18227.66,2.58,0.0
ACC000775,CUS00471,KOBİ Kredi,BR005,2025-03-21,TRY,6161.02,44.97,23413.56
ACC000776,CUS00472,Vadesiz,BR010,2026-04-12,TRY,24962.06,0.0,0.0
ACC000777,CUS00473,Bireysel Kredi,BR018,2026-04-10,TRY,-3373.31,55.47,119083.2
ACC000778,CUS00474,Bireysel Kredi,BR015,2026-01-17,TRY,36966.56,58.2,78870.95
ACC000779,CUS00475,Bireysel Kredi,BR019,2020-11-14,TRY,7793.31,35.03,64991.86
ACC000780,CUS00475,KOBİ Kredi,BR010,2026-06-02,TRY,3663.85,60.36,86772.08
ACC000781,CUS00475,Vadesiz,BR011,2022-10-25,TRY,16984.77,0.0,0.0
ACC000782,CUS00476,Bireysel Kredi,BR014,2025-11-13,TRY,13260.95,39.57,3897.58
ACC000783,CUS00476,Vadesiz,BR006,2026-03-02,TRY,10322.08,0.0,0.0
ACC000784,CUS00476,KOBİ Kredi,BR019,2023-12-18,TRY,17136.74,34.79,44163.89
ACC000785,CUS00477,Bireysel Kredi,BR010,2026-02-13,TRY,13443.22,31.48,26415.9
ACC000786,CUS00478,KOBİ Kredi,BR016,2026-06-19,TRY,6847.97,46.22,119013.66
ACC000787,CUS00478,Kredi Kartı,BR001,2023-04-15,TRY,71967.4,35.39,48328.92
ACC000788,CUS00479,Bireysel Kredi,BR004,2024-08-07,TRY,7495.28,61.24,15834.79
ACC000789,CUS00480,Bireysel Kredi,BR008,2023-08-14,TRY,13350.03,56.77,138103.49
ACC000790,CUS00481,Vadesiz,BR020,2024-12-19,TRY,16025.02,0.0,0.0
ACC000791,CUS00482,KOBİ Kredi,BR009,2024-10-13,TRY,44492.66,46.66,91476.45
ACC000792,CUS00482,Bireysel Kredi,BR004,2026-05-30,TRY,30346.8,55.65,14677.93
ACC000793,CUS00483,Kredi Kartı,BR006,2025-12-25,TRY,-25641.43,35.11,13008.44
ACC000794,CUS00484,Vadeli,BR012,2025-09-21,TRY,15869.39,2.32,0.0
ACC000795,CUS00485,Kredi Kartı,BR002,2025-11-26,TRY,30203.05,48.54,77079.08
ACC000796,CUS00486,KOBİ Kredi,BR006,2025-12-09,TRY,2617.19,50.96,12252.46
ACC000797,CUS00486,Vadeli,BR006,2025-04-06,TRY,6937.92,4.12,0.0
ACC000798,CUS00486,Kredi Kartı,BR010,2025-08-22,TRY,-6217.53,54.43,209871.08
ACC000799,CUS00487,KOBİ Kredi,BR019,2026-07-09,TRY,2433.95,35.03,111462.13
ACC000800,CUS00488,Kredi Kartı,BR012,2024-04-01,TRY,9172.57,44.42,33044.5
ACC000801,CUS00489,Vadeli,BR005,2023-06-10,TRY,34004.93,3.99,0.0
ACC000802,CUS00489,Vadesiz,BR018,2024-04-18,TRY,31348.05,0.0,0.0
ACC000803,CUS00489,Bireysel Kredi,BR017,2024-09-28,USD,23567.77,54.94,122570.06
ACC000804,CUS00490,Vadesiz,BR015,2025-03-21,USD,5758.14,0.0,0.0
ACC000805,CUS00490,Bireysel Kredi,BR004,2024-10-24,USD,23578.23,62.32,18134.34
ACC000806,CUS00491,Kredi Kartı,BR012,2026-03-25,TRY,42080.51,45.47,86167.37
ACC000807,CUS00492,KOBİ Kredi,BR010,2023-08-25,TRY,64353.2,58.51,41656.54
ACC000808,CUS00492,Kredi Kartı,BR008,2026-04-18,TRY,77724.81,54.3,16747.14
ACC000809,CUS00492,Vadesiz,BR008,2024-12-17,TRY,12784.32,0.0,0.0
ACC000810,CUS00493,Vadesiz,BR014,2024-08-12,TRY,5543.73,0.0,0.0
ACC000811,CUS00494,Vadesiz,BR016,2024-06-16,TRY,15463.28,0.0,0.0
ACC000812,CUS00494,KOBİ Kredi,BR002,2026-05-13,TRY,6559.05,31.15,88413.45
ACC000813,CUS00495,KOBİ Kredi,BR016,2024-11-18,TRY,26382.7,38.86,15423.05
ACC000814,CUS00495,Vadesiz,BR003,2023-02-23,TRY,23946.26,0.0,0.0
ACC000815,CUS00496,Vadesiz,BR004,2025-12-02,USD,37415.63,0.0,0.0
ACC000816,CUS00497,Vadeli,BR006,2026-07-15,TRY,20184.56,1.59,0.0
ACC000817,CUS00498,Kredi Kartı,BR019,2025-07-15,TRY,3387.99,35.62,37041.26
ACC000818,CUS00499,KOBİ Kredi,BR017,2026-06-14,TRY,31613.58,33.47,34314.7
ACC000819,CUS00499,Vadeli,BR019,2026-07-13,TRY,5294.05,3.09,0.0
ACC000820,CUS00500,Kredi Kartı,BR018,2026-06-02,TRY,7409.74,55.39,14031.6
ACC000821,CUS00500,Vadeli,BR007,2024-04-23,USD,15714.23,4.05,0.0
ACC000822,CUS00501,KOBİ Kredi,BR006,2025-11-20,TRY,5949.44,63.52,36082.37
ACC000823,CUS00502,Kredi Kartı,BR013,2023-05-21,TRY,10650.34,48.0,4239.02
ACC000824,CUS00503,Kredi Kartı,BR004,2025-01-28,TRY,3342.35,48.19,6445.73
ACC000825,CUS00504,Kredi Kartı,BR010,2023-08-14,TRY,3444.57,31.42,26894.25
ACC000826,CUS00505,Vadesiz,BR013,2025-08-28,TRY,15254.67,0.0,0.0
ACC000827,CUS00506,Kredi Kartı,BR008,2026-07-09,TRY,24823.5,40.17,46041.54
ACC000828,CUS00506,Bireysel Kredi,BR014,2024-03-07,TRY,53104.72,32.44,131443.21
ACC000829,CUS00507,Bireysel Kredi,BR006,2026-02-26,TRY,13346.76,53.6,17645.53
ACC000830,CUS00507,Kredi Kartı,BR004,2026-05-24,TRY,81235.15,48.29,93113.47
ACC000831,CUS00508,Vadesiz,BR013,2025-06-05,TRY,28326.82,0.0,0.0
ACC000832,CUS00508,Vadeli,BR019,2026-05-12,EUR,8315.84,3.72,0.0
ACC000833,CUS00509,Vadeli,BR007,2024-06-03,TRY,24358.87,3.28,0.0
ACC000834,CUS00509,Vadesiz,BR013,2025-06-26,TRY,14821.73,0.0,0.0
ACC000835,CUS00509,KOBİ Kredi,BR014,2024-03-06,TRY,16328.65,39.75,39271.97
ACC000836,CUS00510,KOBİ Kredi,BR013,2026-06-07,TRY,27036.06,53.33,110574.69
ACC000837,CUS00510,Kredi Kartı,BR013,2026-05-16,EUR,86126.98,47.9,29930.17
ACC000838,CUS00511,Bireysel Kredi,BR004,2025-01-04,TRY,20862.07,47.13,38557.18
ACC000839,CUS00512,Vadeli,BR001,2026-03-16,TRY,18361.95,1.66,0.0
ACC000840,CUS00513,Vadesiz,BR006,2025-07-09,TRY,11165.08,0.0,0.0
ACC000841,CUS00514,Vadeli,BR020,2026-05-22,TRY,7506.84,3.78,0.0
ACC000842,CUS00514,Kredi Kartı,BR017,2025-09-23,TRY,11748.09,57.75,26314.26
ACC000843,CUS00515,Bireysel Kredi,BR016,2025-06-06,TRY,15224.36,48.99,12322.3
ACC000844,CUS00516,KOBİ Kredi,BR002,2022-12-10,EUR,10216.38,60.8,56977.29
ACC000845,CUS00516,Vadesiz,BR004,2025-01-17,TRY,18135.72,0.0,0.0
ACC000846,CUS00517,Bireysel Kredi,BR015,2026-06-14,TRY,21919.33,31.15,104230.19
ACC000847,CUS00518,Kredi Kartı,BR016,2024-04-16,TRY,26199.45,40.94,101968.48
ACC000848,CUS00518,Vadeli,BR013,2025-07-28,TRY,53266.74,1.83,0.0
ACC000849,CUS00519,KOBİ Kredi,BR016,2023-12-16,TRY,36217.4,35.47,12384.26
ACC000850,CUS00519,Bireysel Kredi,BR002,2024-03-25,TRY,22683.84,47.31,46384.51
ACC000851,CUS00520,KOBİ Kredi,BR011,2023-08-13,TRY,57919.52,50.67,38170.36
ACC000852,CUS00520,Kredi Kartı,BR005,2025-06-23,USD,7429.63,42.21,28073.78
ACC000853,CUS00520,Vadeli,BR019,2026-01-09,TRY,4117.51,4.17,0.0
ACC000854,CUS00521,Vadesiz,BR014,2023-09-19,TRY,47761.39,0.0,0.0
ACC000855,CUS00522,Kredi Kartı,BR002,2026-01-07,TRY,17806.68,38.67,14137.88
